Mesh250m,PeriodKey,mesh_transaction_count,mesh_median_ppsqm,mesh_mean_ppsqm,mesh_price_std,mesh_price_iqr,mesh_avg_age,mesh_avg_area,PeriodNum
53392556,2017-Q2,2,777777.7777777778,777777.7777777778,188561.8083164126,133333.33333333337,6.5,45.0,8069
53392556,2018-Q2,10,522380.9523809524,568080.2005012531,280482.2638974505,431005.6390977444,15.2,84.5,8073
53392556,2019-Q3,6,641666.6666666667,632614.6076146077,137107.65521457655,195483.68298368307,18.0,89.16666666666667,8078
53392556,2019-Q4,12,584659.0909090908,589813.3116883117,244749.27529318113,296212.1212121213,22.09090909090909,57.083333333333336,8079
53392556,2021-Q3,12,915909.0909090908,816198.5236985236,302765.95434378955,584487.1794871795,14.416666666666666,49.583333333333336,8086
53392556,2022-Q1,16,580000.0,599427.2185957702,309836.1266961071,443750.0,25.90909090909091,688.6875,8088
53392556,2022-Q4,8,831250.0,822154.324699881,187667.80944603437,247754.29884125548,3.3333333333333335,77.5,8091
53392556,2024-Q1,12,664835.1648351648,728459.7399753947,232508.45281941773,398646.31336405536,15.88888888888889,65.83333333333333,8096
53392556,2024-Q2,10,736363.6363636364,722549.3058158592,267205.1278341171,388095.238095238,21.333333333333332,100.5,8097
53392556,2024-Q4,6,716666.6666666667,707539.6825396825,266725.2344980974,303095.238095238,19.2,53.333333333333336,8099
53392557,2005-Q3,14,409090.90909090906,499383.3150976008,305030.84845633304,132359.30735930736,14.222222222222221,116.07142857142857,8022
53392557,2005-Q4,15,487500.0,466421.4333424859,144283.1889676943,145673.07692307688,11.5,175.0,8023
53392557,2006-Q1,22,416969.69696969696,418761.1145769291,211225.6936107638,224521.53110047843,15.25,112.95454545454545,8024
53392557,2006-Q2,29,480000.0,529107.6603213968,251173.91676820058,204651.16279069765,15.421052631578947,129.13793103448276,8025
53392557,2006-Q3,21,450000.0,481223.21317973494,137834.71299399322,175000.0,16.76923076923077,108.0952380952381,8026
53392557,2006-Q4,21,466666.6666666667,486013.54675246304,179172.3160671713,170689.6551724138,14.333333333333334,81.66666666666667,8027
53392557,2007-Q1,15,466666.6666666667,506425.6331903391,112556.12758298282,169393.93939393933,19.714285714285715,157.0,8028
53392557,2007-Q2,24,442140.1515151515,556612.3973936475,260091.43828850248,340476.1904761905,13.65,118.75,8029
53392557,2007-Q3,27,950000.0,804587.7170615373,293079.9479016543,449494.94949494954,5.56,138.14814814814815,8030
53392557,2007-Q4,13,542857.1428571428,563530.7820061252,237093.31899072393,214529.91452991456,12.7,109.23076923076923,8031
53392557,2008-Q1,9,500000.0,688537.7585377586,396216.784103987,742857.1428571428,15.375,77.77777777777777,8032
53392557,2008-Q2,40,508333.3333333334,517725.672100933,179736.7507409683,154394.12737799837,16.647058823529413,72.875,8033
53392557,2008-Q3,17,492307.6923076923,610362.8021920087,357682.6882813979,227767.35459662287,17.75,220.88235294117646,8034
53392557,2008-Q4,5,316666.6666666667,457979.797979798,322987.4782890464,445454.5454545454,20.4,40.0,8035
53392557,2009-Q1,17,523076.92307692306,679238.5723567688,848825.8408037571,315584.41558441555,13.666666666666666,77.3529411764706,8036
53392557,2009-Q2,20,505454.5454545454,502530.3137585746,180635.3393809268,268394.04622013326,17.466666666666665,82.25,8037
53392557,2009-Q3,6,647058.8235294118,575026.9338504634,127577.20400384626,165000.00000000006,6.666666666666667,76.66666666666667,8038
53392557,2009-Q4,28,464935.06493506493,473640.5571675364,177039.1218620105,127597.40259740257,15.076923076923077,72.14285714285714,8039
53392557,2010-Q1,22,500000.0,499267.44522481674,168269.30565515396,200368.28979843686,12.333333333333334,613.5909090909091,8040
53392557,2010-Q2,18,556250.0,539965.6397434811,176307.21004057064,238687.29096989968,5.6,85.55555555555556,8041
53392557,2010-Q3,15,457142.85714285716,483089.9217741323,209797.66109405717,149282.29665071773,18.46153846153846,61.333333333333336,8042
53392557,2010-Q4,20,445000.0,467473.5104032211,174867.2092993061,113345.86466165411,21.636363636363637,87.0,8043
53392557,2011-Q1,10,470238.09523809527,492905.8441558441,171221.76415268466,194434.5238095238,17.77777777777778,77.5,8044
53392557,2011-Q2,19,433333.3333333333,467377.0186928081,173258.90762051646,186740.19607843144,15.294117647058824,71.84210526315789,8045
53392557,2011-Q3,16,469841.2698412698,510402.1325896326,167680.07102643713,265909.09090909094,21.53846153846154,92.8125,8046
53392557,2011-Q4,20,446428.5714285714,430629.4832618362,170818.35639147373,288362.88711288717,21.77777777777778,130.25,8047
53392557,2012-Q1,5,583333.3333333334,552380.9523809524,168114.4599828605,154761.9047619048,15.0,54.0,8048
53392557,2012-Q2,16,378717.94871794875,371511.8999990072,140672.15861862927,203574.3064349027,17.375,166.25,8049
53392557,2012-Q3,15,533333.3333333334,551209.2776504542,189162.85949520438,252905.52584670228,13.153846153846153,72.33333333333333,8050
53392557,2012-Q4,35,420000.0,379235.3947958769,144902.33753499732,211428.57142857142,20.964285714285715,78.57142857142857,8051
53392557,2013-Q1,12,472077.92207792203,420978.6047286047,185773.7224568323,288863.63636363635,18.5,76.25,8052
53392557,2013-Q2,29,500000.0,517083.77362288214,176862.10559826976,272222.22222222225,15.36,75.86206896551724,8053
53392557,2013-Q3,21,457142.85714285716,447510.17656479846,195234.5538118211,273202.6143790849,17.625,138.8095238095238,8054
53392557,2013-Q4,27,382352.9411764706,409030.5715064917,156148.0842955209,187608.39160839154,26.0,79.62962962962963,8055
53392557,2014-Q1,20,445000.0,498392.9084804597,152608.74712252518,112107.84313725494,20.58823529411765,185.0,8056
53392557,2014-Q2,18,549145.2991452992,524500.3356114468,172378.4678219279,298484.8484848485,17.125,104.16666666666667,8057
53392557,2014-Q3,19,434782.60869565216,469274.4262363322,182892.9562710662,267521.3675213675,18.928571428571427,71.3157894736842,8058
53392557,2014-Q4,35,512500.0,559498.9772132629,200034.86546409174,319871.7948717949,16.24,70.42857142857143,8059
53392557,2015-Q1,24,452402.74599542335,481041.5694867926,179302.63201481776,128738.73873873876,20.333333333333332,95.0,8060
53392557,2015-Q2,29,571428.5714285715,569492.3247813714,227575.9340572475,314285.7142857143,12.807692307692308,60.86206896551724,8061
53392557,2015-Q3,21,523076.92307692306,575847.1248211728,242200.2902857199,366666.6666666667,17.764705882352942,85.23809523809524,8062
53392557,2015-Q4,30,503846.1538461539,546072.0651364614,220348.6345818303,266805.5555555555,17.17391304347826,69.83333333333333,8063
53392557,2016-Q1,32,530000.0,594161.8915081443,284397.12591995695,433760.6837606837,19.516129032258064,76.25,8064
53392557,2016-Q2,30,622619.0476190476,622692.3002751176,209216.7306549344,281247.4696356275,14.0,66.5,8065
53392557,2016-Q3,29,589473.6842105263,599872.9506448093,189961.2737624728,226666.66666666663,18.875,67.41379310344827,8066
53392557,2016-Q4,16,572159.0909090908,628001.00342665,249136.99045427376,350238.09523809527,21.76923076923077,67.8125,8067
53392557,2017-Q1,16,456666.6666666666,531268.6011904762,191717.57028707385,178556.54761904757,24.916666666666668,77.8125,8068
53392557,2017-Q2,23,538461.5384615385,625470.9987554977,218320.13868246696,362097.06959706964,18.77777777777778,56.95652173913044,8069
53392557,2017-Q3,33,550000.0,602528.9861653498,212071.07877516898,340000.0,17.82608695652174,75.75757575757575,8070
53392557,2017-Q4,25,700000.0,648861.0185460433,288240.5734358456,281118.88111888117,15.411764705882353,97.0,8071
53392557,2018-Q1,36,522500.0,559557.7480088349,229428.19538075005,301515.1515151516,24.88,92.08333333333333,8072
53392557,2018-Q2,18,646753.2467532468,655287.4933421889,286521.0270419772,477450.9803921568,19.470588235294116,65.0,8073
53392557,2018-Q3,58,642222.2222222222,685413.8360127471,282665.08666535723,457797.61904761905,14.232558139534884,54.6551724137931,8074
53392557,2018-Q4,30,790909.0909090908,744148.645023931,236152.2718395686,318703.00751879695,12.36,67.0,8075
53392557,2019-Q1,19,700000.0,632354.435346125,226731.85690519994,294285.7142857143,11.153846153846153,55.526315789473685,8076
53392557,2019-Q2,20,616666.6666666667,645847.2141893195,243408.35642089977,301666.6666666667,22.63157894736842,51.25,8077
53392557,2019-Q3,27,600000.0,667874.3914504395,268906.7394269542,371428.57142857136,21.238095238095237,92.5925925925926,8078
53392557,2019-Q4,27,487500.0,601096.7772242283,271978.2214830464,395238.09523809527,22.91304347826087,55.370370370370374,8079
53392557,2020-Q1,26,535087.7192982456,558913.9092870571,242103.14936487237,211904.7619047619,29.428571428571427,63.46153846153846,8080
53392557,2020-Q2,14,616666.6666666666,592299.4862280576,182839.21476956003,156579.6703296703,20.181818181818183,56.785714285714285,8081
53392557,2020-Q3,27,581818.1818181818,628384.5783845783,252447.42461093373,284249.08424908435,25.26086956521739,57.407407407407405,8082
53392557,2020-Q4,47,657142.8571428572,711096.3228050149,311820.3270222842,407835.49783549784,17.076923076923077,73.40425531914893,8083
53392557,2021-Q1,45,620000.0,654442.2311931084,215380.94230736903,285714.28571428574,19.945945945945947,66.66666666666667,8084
53392557,2021-Q2,39,750000.0,741683.2337218144,301610.39341606194,460714.2857142857,18.545454545454547,88.71794871794872,8085
53392557,2021-Q3,25,640000.0,713962.4685256263,312685.37171816867,423376.6233766233,21.09090909090909,123.4,8086
53392557,2021-Q4,37,818181.8181818182,835772.8718598284,285391.62491336936,469230.76923076925,13.875,67.70270270270271,8087
53392557,2022-Q1,18,694505.4945054945,834217.6877612448,417210.28938414366,384167.69041769044,14.384615384615385,123.05555555555556,8088
53392557,2022-Q2,28,713333.3333333333,699560.2155780727,254964.7840668669,407948.71794871794,21.565217391304348,68.92857142857143,8089
53392557,2022-Q3,31,745454.5454545454,729147.9285101792,268985.9378735225,306417.9104477612,24.321428571428573,104.19354838709677,8090
53392557,2022-Q4,18,667857.1428571428,714805.8515558516,216755.39094483966,310480.76923076925,21.583333333333332,65.27777777777777,8091
53392557,2023-Q1,29,642857.1428571428,715831.4635132494,242958.79333421343,348351.6483516484,21.333333333333332,74.48275862068965,8092
53392557,2023-Q2,25,766666.6666666666,759491.8636918637,220730.84053776893,300000.0,16.8,63.8,8093
53392557,2023-Q3,18,807142.8571428572,789588.1433381434,211530.94216252043,291915.58441558434,22.72222222222222,56.666666666666664,8094
53392557,2023-Q4,40,687500.0,738796.9904622382,312568.7133091707,462087.9120879121,24.36111111111111,81.875,8095
53392557,2024-Q1,26,783838.3838383838,816106.6761293006,457938.26325523487,477678.5714285715,21.48,123.26923076923077,8096
53392557,2024-Q2,31,800000.0,765591.1882761978,289634.36386891006,433766.23376623366,22.96551724137931,88.38709677419355,8097
53392557,2024-Q3,36,841428.5714285714,781263.7419990362,307802.07781108574,419642.85714285716,23.424242424242426,64.86111111111111,8098
53392557,2024-Q4,25,692307.6923076923,678045.5611055611,258849.89829200506,291666.6666666666,31.90909090909091,54.6,8099
53392557,2025-Q1,7,983333.3333333334,845670.9956709957,289724.9939988659,172222.22222222225,25.428571428571427,45.714285714285715,8100
53392567,2015-Q3,2,769230.7692307692,769230.7692307692,174057.0538305348,123076.92307692312,6.0,65.0,8062
53392567,2020-Q2,4,525588.2352941176,524410.2792632205,137504.5857633724,107220.73677956033,23.0,82.5,8081
53392568,2005-Q3,8,493846.1538461539,572374.8736895289,239022.16601264695,180790.54566123534,8.5,156.875,8022
53392568,2005-Q4,19,420000.0,418389.4012567384,136907.40188596162,172402.59740259743,14.8125,163.68421052631578,8023
53392568,2006-Q1,59,550000.0,540259.7925138792,75402.67944000316,70329.67032967036,0.8909090909090909,78.55932203389831,8024
53392568,2006-Q2,14,539560.4395604396,569579.278433601,216189.66829979155,304961.14996115,6.333333333333333,110.35714285714286,8025
53392568,2006-Q3,12,510565.1105651106,543175.2900055846,217580.12620307165,208571.42857142864,11.0,144.58333333333334,8026
53392568,2006-Q4,13,500000.0,527016.317016317,192889.7259891742,159595.95959595958,14.375,120.76923076923077,8027
53392568,2007-Q1,9,694736.8421052631,886987.1867310209,762958.7280949729,218981.48148148146,8.875,96.66666666666667,8028
53392568,2007-Q2,10,533018.8679245283,504017.32082198234,214475.4050631933,260833.3333333333,12.166666666666666,161.5,8029
53392568,2007-Q3,11,580000.0,593305.5438193778,115661.43171732439,152462.75463666767,6.333333333333333,212.72727272727272,8030
53392568,2007-Q4,20,851515.1515151515,843653.3466533467,294086.8490953775,456442.30769230775,3.8421052631578947,61.75,8031
53392568,2008-Q1,9,553846.1538461539,581516.1962220785,271964.86329002876,156923.07692307694,9.714285714285714,98.88888888888889,8032
53392568,2008-Q2,15,500000.0,511819.0685131861,264444.2533758153,322745.09803921566,15.666666666666666,94.66666666666667,8033
53392568,2008-Q3,12,521923.07692307694,530191.4794327412,236484.68761810398,286413.04347826086,20.454545454545453,91.25,8034
53392568,2008-Q4,10,528019.3236714976,542786.4803642835,182737.55000129293,199850.4784688995,12.75,95.5,8035
53392568,2009-Q1,6,462820.5128205128,495741.7582417583,171403.75581556425,151350.73260073265,11.0,59.166666666666664,8036
53392568,2009-Q2,16,505952.38095238095,536726.9536019536,184783.5112119465,268123.54312354315,9.133333333333333,60.625,8037
53392568,2009-Q3,13,460000.0,480301.322591404,209793.05248452086,140000.0,14.333333333333334,89.61538461538461,8038
53392568,2009-Q4,5,611111.1111111111,567797.9797979798,214532.88022654265,204444.4444444445,11.75,70.0,8039
53392568,2010-Q1,22,477941.1764705882,465745.76719524653,187880.1371961541,226604.27807486634,7.4375,92.27272727272727,8040
53392568,2010-Q2,13,537500.0,526402.7598642984,145935.46823828574,187500.0,9.0,114.61538461538461,8041
53392568,2010-Q3,13,457142.85714285716,517562.60833183915,205923.0723715629,181818.18181818182,10.625,200.76923076923077,8042
53392568,2010-Q4,20,688311.6883116884,730274.332713357,209679.09664905418,341074.7788796569,8.842105263157896,73.75,8043
53392568,2011-Q1,10,430129.87012987013,436772.9409997902,253033.7274463263,323729.9743182096,26.5,1136.9,8044
53392568,2011-Q2,6,458181.8181818182,431585.6365856366,239538.9031119808,400332.1678321678,13.0,74.16666666666667,8045
53392568,2011-Q3,16,492857.14285714284,492583.29293255764,103528.43143264775,125392.15686274512,11.272727272727273,146.875,8046
53392568,2011-Q4,16,374242.42424242425,380230.58759183047,177303.26018892875,128828.95093521284,22.0,66.25,8047
53392568,2012-Q1,9,533333.3333333334,482507.21500721504,125844.33128635297,185714.28571428574,14.428571428571429,74.44444444444444,8048
53392568,2012-Q2,17,444444.44444444444,493742.8094781036,207888.5548196343,219397.9933110368,22.125,163.52941176470588,8049
53392568,2012-Q3,9,487500.0,477940.85245698155,133782.82471012554,159354.8387096774,12.6,84.44444444444444,8050
53392568,2012-Q4,6,462500.0,482575.75757575757,226237.03408656706,331250.00000000006,17.0,65.83333333333333,8051
53392568,2013-Q1,17,544444.4444444445,595684.7768039068,220290.7059829384,315151.5151515152,9.666666666666666,110.58823529411765,8052
53392568,2013-Q2,8,408333.3333333334,419083.3333333334,205349.62443103775,266750.0,23.857142857142858,153.125,8053
53392568,2013-Q3,11,423529.4117647059,443542.7360736958,122568.4799104009,133946.07843137253,19.0,101.36363636363636,8054
53392568,2013-Q4,10,382437.27598566306,399747.3848100034,98700.76402832202,131127.45098039217,24.0,68.0,8055
53392568,2014-Q1,20,577450.9803921569,619798.200631107,191077.39374272933,194743.58974358975,12.470588235294118,120.0,8056
53392568,2014-Q2,33,584615.3846153846,631770.7074726293,252332.12934348136,250793.65079365077,7.958333333333333,74.39393939393939,8057
53392568,2014-Q3,11,615384.6153846154,526354.6944105,244188.56514540614,244603.17460317462,19.142857142857142,984.4545454545455,8058
53392568,2014-Q4,24,475135.13513513515,502360.2827018669,268329.8982997629,264285.7142857143,17.133333333333333,541.4166666666666,8059
53392568,2015-Q1,26,632167.8321678322,656082.0526883876,273246.79920781957,261915.53544494708,6.2631578947368425,108.65384615384616,8060
53392568,2015-Q2,23,657142.8571428572,675544.0196224696,284186.1652453035,404808.95915678533,14.05,89.1304347826087,8061
53392568,2015-Q3,13,533333.3333333334,574463.207370639,173586.8549881172,254285.71428571426,13.375,105.38461538461539,8062
53392568,2015-Q4,9,583333.3333333334,530115.6431156014,215954.7670563475,384031.15871470305,13.833333333333334,1242.6666666666667,8063
53392568,2016-Q1,20,522727.2727272727,483584.19018713135,193793.65998613826,218809.5238095238,13.2,138.5,8064
53392568,2016-Q2,20,522774.3271221532,631936.8430958821,318696.1181174724,458768.9393939394,14.454545454545455,81.75,8065
53392568,2016-Q3,6,418695.6521739131,570953.2619708383,381005.59152804065,419937.8881987578,10.333333333333334,186.66666666666666,8066
53392568,2016-Q4,20,596666.6666666667,594651.0472849215,261249.8314070804,295454.5454545455,22.6,82.25,8067
53392568,2017-Q1,31,626086.9565217391,592687.9999487827,222862.052059656,260779.2207792208,20.545454545454547,103.06451612903226,8068
53392568,2017-Q2,18,595726.4957264957,648509.4442092773,223129.8290785996,252678.57142857148,10.083333333333334,105.83333333333333,8069
53392568,2017-Q3,23,614285.7142857143,590013.0730515474,264581.4993824762,368681.3186813187,21.19047619047619,74.78260869565217,8070
53392568,2017-Q4,30,566666.6666666666,601348.9729225023,211203.25206982307,153466.38655462186,17.75,84.0,8071
53392568,2018-Q1,17,769230.7692307692,711282.1722683315,233293.1789376571,403333.3333333333,13.4,60.294117647058826,8072
53392568,2018-Q2,24,672077.9220779222,667374.7703145988,226588.23511123884,222727.2727272727,17.38095238095238,116.04166666666667,8073
53392568,2018-Q3,11,750000.0,705118.4573002754,313513.120407267,484090.90909090906,12.7,40.0,8074
53392568,2018-Q4,22,643750.0,659388.9739686765,280039.11297897255,431250.0,13.333333333333334,77.04545454545455,8075
53392568,2019-Q1,22,667692.3076923077,750401.4345305588,359181.8051316518,452884.6153846154,16.823529411764707,120.45454545454545,8076
53392568,2019-Q2,15,584615.3846153846,735503.0148664558,454129.70959034417,500512.8205128205,13.222222222222221,78.33333333333333,8077
53392568,2019-Q3,9,581818.1818181818,628103.2547699214,245388.3851984263,250000.0,16.875,61.666666666666664,8078
53392568,2019-Q4,18,589230.7692307692,683042.149318594,277764.5307804481,397790.4040404041,23.692307692307693,83.88888888888889,8079
53392568,2020-Q1,34,771759.2592592593,800938.0256489163,244668.6666382893,380808.08080808073,11.64516129032258,109.26470588235294,8080
53392568,2020-Q2,7,716666.6666666666,750216.4502164501,187655.18742900455,217575.75757575745,17.833333333333332,50.0,8081
53392568,2020-Q3,17,761538.4615384615,787812.9873319432,303518.68104071135,540000.0,11.0,126.17647058823529,8082
53392568,2020-Q4,5,553846.1538461539,509125.9754738016,129493.69398378901,123333.33333333331,13.333333333333334,81.0,8083
53392568,2021-Q1,30,895555.5555555555,848669.2381692382,309412.5313996707,390384.6153846154,13.444444444444445,51.666666666666664,8084
53392568,2021-Q2,33,980000.0,875574.0555740555,290452.093705863,316666.6666666666,7.916666666666667,52.72727272727273,8085
53392568,2021-Q3,14,833333.3333333334,775004.1625041625,242842.29152804802,374583.3333333334,13.928571428571429,47.142857142857146,8086
53392568,2021-Q4,16,751102.9411764706,733801.6180048882,326560.7810015699,526388.8888888889,16.285714285714285,61.875,8087
53392568,2022-Q1,27,607142.8571428572,656666.6342307688,223976.92679264018,278636.36363636376,24.17391304347826,79.62962962962963,8088
53392568,2022-Q2,25,900000.0,823824.6368573955,282319.54393773066,402884.6153846154,21.333333333333332,58.4,8089
53392568,2022-Q3,38,907878.7878787878,815877.635388505,311545.4148448762,555833.3333333333,18.0,66.05263157894737,8090
53392568,2022-Q4,22,858041.958041958,783318.9651272655,295427.65648693993,351666.6666666666,21.22222222222222,59.09090909090909,8091
53392568,2023-Q1,19,800000.0,813509.4788252683,282517.17812303256,514358.9743589744,21.705882352941178,98.42105263157895,8092
53392568,2023-Q2,15,861538.4615384615,755169.9669090974,223983.32833348928,336622.0735785953,17.25,92.66666666666667,8093
53392568,2023-Q3,28,726666.6666666667,786831.1824504221,346068.5717435608,420779.2207792208,20.583333333333332,64.10714285714286,8094
53392568,2023-Q4,25,914285.7142857143,897364.4394820866,363066.2128778689,516883.1168831169,15.157894736842104,67.4,8095
53392568,2024-Q1,17,764705.8823529412,693857.5822485858,320313.14836851007,541666.6666666666,25.875,75.58823529411765,8096
53392568,2024-Q2,19,833333.3333333334,1038078.6894235978,956007.8671533868,515357.1428571427,18.8125,115.52631578947368,8097
53392568,2024-Q3,25,888888.8888888889,908654.9468456864,433938.4637121317,561764.7058823529,19.142857142857142,519.16,8098
53392568,2024-Q4,34,975000.0,903531.4666110513,301626.5340829295,350535.7142857143,14.580645161290322,64.8529411764706,8099
53392568,2025-Q1,2,1191666.6666666665,1191666.6666666665,11785.113019775765,8333.333333333256,10.0,40.0,8100
53392569,2005-Q3,24,381818.1818181818,400548.5918262091,169176.71441041154,240555.5555555555,15.117647058823529,544.9583333333334,8022
53392569,2005-Q4,8,480000.0,506815.85081585083,183742.8127805987,131818.18181818188,15.142857142857142,49.375,8023
53392569,2006-Q1,11,274285.71428571426,290850.3179436194,99058.57766993341,119473.68421052629,24.166666666666668,81.81818181818181,8024
53392569,2006-Q2,9,680000.0,653313.3265017322,168848.16266714685,241897.23320158105,3.6666666666666665,126.11111111111111,8025
53392569,2006-Q3,8,462626.2626262626,499696.84085755516,289256.0588201932,413749.99999999994,13.428571428571429,115.0,8026
53392569,2006-Q4,5,392307.6923076923,385468.53146853147,81581.87739295636,70000.0,15.0,80.0,8027
53392569,2007-Q1,20,374074.07407407404,422091.7655027377,169780.02559496142,164973.74737473746,16.076923076923077,658.7,8028
53392569,2007-Q2,16,466666.6666666666,587522.1870573047,347832.82495639176,533846.1538461539,12.461538461538462,1343.3125,8029
53392569,2007-Q3,7,672727.2727272727,752611.8326118327,334769.71120979096,521666.66666666674,7.142857142857143,38.57142857142857,8030
53392569,2007-Q4,5,585714.2857142857,665966.3865546219,216318.41955766632,35294.117647058796,13.4,153.0,8031
53392569,2008-Q1,8,402307.6923076923,393414.13694861974,125722.0397123449,94245.505452402,20.4,255.625,8032
53392569,2008-Q2,11,388000.0,545217.1903308267,275991.9981834655,416280.4054054053,18.818181818181817,146.8181818181818,8033
53392569,2008-Q3,18,400000.0,457919.52125056623,214530.53949469514,252163.4615384615,13.25,79.44444444444444,8034
53392569,2008-Q4,11,500000.0,520755.86030131485,250356.22329932227,295940.1709401709,14.625,70.45454545454545,8035
53392569,2009-Q1,9,416666.6666666667,616341.9516554831,503568.59715807583,527777.7777777778,13.6,1163.2222222222222,8036
53392569,2009-Q2,14,358333.3333333334,387279.1511089383,163262.69732570942,128502.33100233105,16.0,130.0,8037
53392569,2009-Q3,12,430769.23076923075,447917.0829170829,164855.57646190963,252406.21447518002,10.7,130.0,8038
